ClienteID;Edad;GeneroID;Ingresos;FrecuenciaID;Frecuencia;TiposCocinaID;TiposCocina;MomentoDelDiaID;MomentoDelDia;CantidadPorGrupo;OcasionID;Ocasión;Fidelidad;Fecha;GastoProm;InTakeAwayID;ReservaOnline;DeliveryOrden;TiempoEspera;RatingServicio;RatingComida;RatingAmbiente;RatingAlto
212;63;0;73684;1;Monthly;2;Chinese;0;Breakfast;5;1;Casual;0;11/7/2023;149;0;0;1;54;1;2;5;0
213;37;1;80987;0;Rarely;1;Indian;1;Lunch;6;1;Casual;0;11/7/2023;29;1;0;1;41;3;3;5;0
214;65;0;83795;2;Weekly;2;Chinese;1;Lunch;6;2;Celebration;0;11/7/2023;109;1;1;0;12;2;3;1;0
215;44;0;121995;2;Weekly;0;American;0;Breakfast;9;1;Casual;1;11/7/2023;108;1;0;0;35;4;5;2;0
216;67;1;40132;1;Monthly;1;Indian;1;Lunch;2;2;Celebration;0;11/7/2023;137;0;0;1;16;2;3;4;0
217;37;0;46888;0;Rarely;1;Indian;0;Breakfast;7;0;Business;0;11/7/2023;169;0;0;1;47;4;2;5;0
218;58;0;117392;1;Monthly;0;American;0;Breakfast;8;0;Business;0;11/7/2023;85;1;0;0;50;2;5;2;0
219;51;0;120651;1;Monthly;3;Mexican;0;Breakfast;8;1;Casual;0;11/7/2023;171;1;0;0;4;1;3;5;0
220;61;0;53243;0;Rarely;0;American;0;Breakfast;1;1;Casual;1;11/7/2023;46;1;0;0;57;3;4;4;0
221;25;1;145582;0;Rarely;2;Chinese;0;Breakfast;8;0;Business;1;11/7/2023;154;1;1;0;38;5;5;4;0
222;23;1;113128;1;Monthly;0;American;0;Breakfast;6;0;Business;0;11/7/2023;109;1;0;0;5;2;1;3;0
223;45;0;81659;0;Rarely;2;Chinese;2;Dinner;6;0;Business;1;11/7/2023;28;1;0;1;30;4;2;3;0
224;34;0;71400;0;Rarely;2;Chinese;0;Breakfast;4;2;Celebration;0;11/7/2023;33;1;1;1;38;4;1;1;0
225;45;1;33354;2;Weekly;4;Italian;0;Breakfast;2;1;Casual;1;11/7/2023;49;1;0;0;7;5;4;5;0
226;40;1;105103;0;Rarely;3;Mexican;0;Breakfast;8;2;Celebration;1;11/7/2023;191;1;1;0;54;2;2;4;0
227;28;0;21013;1;Monthly;4;Italian;1;Lunch;3;0;Business;0;11/7/2023;125;0;1;0;49;5;2;1;0
228;32;0;115561;1;Monthly;4;Italian;0;Breakfast;8;0;Business;0;11/7/2023;185;0;0;0;19;4;2;4;0
229;42;1;29377;1;Monthly;0;American;1;Lunch;3;1;Casual;1;11/7/2023;36;0;0;0;27;3;3;5;0
230;39;1;81856;1;Monthly;0;American;0;Breakfast;1;0;Business;1;11/7/2023;11;1;0;0;46;2;4;3;0
231;59;0;26530;3;Daily;0;American;1;Lunch;6;1;Casual;1;11/7/2023;155;0;0;0;25;5;4;1;0
232;22;0;139877;0;Rarely;1;Indian;2;Dinner;2;0;Business;1;11/7/2023;113;1;1;1;19;3;1;1;0
233;68;0;81959;1;Monthly;2;Chinese;1;Lunch;9;1;Casual;1;11/7/2023;172;0;0;0;24;1;3;5;0
234;60;0;87656;1;Monthly;0;American;0;Breakfast;8;0;Business;0;11/7/2023;141;0;1;1;26;4;4;4;0
235;62;0;91688;2;Weekly;1;Indian;2;Dinner;1;0;Business;1;12/7/2023;104;0;1;1;48;2;2;4;0
236;57;1;53277;1;Monthly;2;Chinese;1;Lunch;3;0;Business;1;12/7/2023;124;0;0;0;32;1;3;5;0
237;68;1;82561;1;Monthly;2;Chinese;1;Lunch;1;0;Business;0;12/7/2023;49;1;1;0;7;4;5;5;0
238;65;1;104032;2;Weekly;1;Indian;2;Dinner;4;1;Casual;0;12/7/2023;130;0;0;0;41;4;5;3;0
239;37;1;149658;3;Daily;2;Chinese;0;Breakfast;9;2;Celebration;0;12/7/2023;25;1;1;0;8;5;4;5;1
240;56;1;78086;3;Daily;2;Chinese;2;Dinner;5;2;Celebration;0;12/7/2023;145;1;0;1;42;3;1;2;0
241;24;0;50879;2;Weekly;3;Mexican;0;Breakfast;7;1;Casual;0;12/7/2023;19;1;0;1;24;1;3;5;0
242;36;0;89941;3;Daily;2;Chinese;1;Lunch;5;0;Business;0;12/7/2023;85;1;0;1;29;4;2;4;0
243;47;1;111573;1;Monthly;3;Mexican;0;Breakfast;2;1;Casual;1;12/7/2023;68;1;0;1;13;2;3;3;0
244;18;0;72238;1;Monthly;0;American;0;Breakfast;4;2;Celebration;1;12/7/2023;62;0;1;1;51;1;5;2;0
245;66;1;117916;2;Weekly;3;Mexican;2;Dinner;2;2;Celebration;1;12/7/2023;34;1;1;1;9;2;1;1;1
246;57;0;27829;1;Monthly;3;Mexican;0;Breakfast;8;1;Casual;0;12/7/2023;19;1;1;1;50;5;4;1;0
247;37;1;22230;2;Weekly;3;Mexican;2;Dinner;6;2;Celebration;1;12/7/2023;179;1;0;0;14;2;3;5;0
248;23;1;77844;2;Weekly;1;Indian;0;Breakfast;1;1;Casual;0;12/7/2023;114;0;1;1;55;5;4;1;0
249;43;1;149118;2;Weekly;4;Italian;0;Breakfast;8;1;Casual;0;12/7/2023;90;1;1;1;38;2;1;5;0
250;40;0;67199;2;Weekly;4;Italian;0;Breakfast;2;0;Business;0;12/7/2023;13;0;0;0;49;3;4;1;0
251;29;1;86899;2;Weekly;2;Chinese;1;Lunch;7;0;Business;0;12/7/2023;176;1;0;0;28;1;2;2;0
252;36;0;94510;0;Rarely;1;Indian;0;Breakfast;7;2;Celebration;0;12/7/2023;120;0;1;0;48;2;3;2;0
253;28;0;98058;3;Daily;0;American;2;Dinner;2;0;Business;1;12/7/2023;75;0;0;1;38;4;3;3;0
254;18;0;33736;2;Weekly;3;Mexican;0;Breakfast;8;2;Celebration;0;12/7/2023;165;1;0;1;10;3;5;1;0
255;42;0;124552;2;Weekly;2;Chinese;2;Dinner;9;2;Celebration;1;12/7/2023;132;0;0;1;5;1;2;2;0
256;45;0;35395;0;Rarely;2;Chinese;2;Dinner;4;1;Casual;0;12/7/2023;191;1;0;0;47;1;1;4;0
257;64;1;146852;1;Monthly;0;American;2;Dinner;2;1;Casual;1;12/7/2023;27;1;0;0;42;1;1;3;0
258;69;1;71808;2;Weekly;0;American;0;Breakfast;3;0;Business;1;12/7/2023;141;0;0;0;10;5;5;4;1
259;68;1;35185;2;Weekly;3;Mexican;0;Breakfast;4;1;Casual;1;12/7/2023;87;0;1;1;10;3;5;5;1
260;55;1;21676;2;Weekly;0;American;2;Dinner;7;2;Celebration;1;12/7/2023;97;0;0;0;46;4;1;1;0
261;46;0;127276;2;Weekly;0;American;0;Breakfast;3;2;Celebration;1;12/7/2023;164;1;0;0;33;4;5;1;1
262;53;0;102136;2;Weekly;1;Indian;1;Lunch;4;1;Casual;0;12/7/2023;155;1;0;1;13;4;2;3;0
263;66;1;89919;3;Daily;4;Italian;0;Breakfast;1;2;Celebration;1;12/7/2023;59;1;0;0;8;4;4;1;1
264;27;1;28317;3;Daily;1;Indian;0;Breakfast;2;1;Casual;0;12/7/2023;56;1;1;1;11;4;1;2;0
265;68;1;49070;2;Weekly;1;Indian;2;Dinner;7;0;Business;1;12/7/2023;124;0;1;0;23;5;1;4;0
266;44;1;36731;2;Weekly;2;Chinese;1;Lunch;5;1;Casual;0;12/7/2023;139;1;0;0;49;1;5;4;0
267;69;1;132180;2;Weekly;4;Italian;1;Lunch;3;2;Celebration;0;12/7/2023;38;1;1;1;30;3;2;1;0
268;51;0;98793;2;Weekly;3;Mexican;1;Lunch;8;0;Business;0;12/7/2023;103;1;0;0;49;4;4;4;0
269;66;0;32487;1;Monthly;0;American;2;Dinner;1;2;Celebration;0;12/7/2023;53;0;0;1;14;3;2;4;0
270;18;1;37819;1;Monthly;2;Chinese;2;Dinner;7;1;Casual;0;12/7/2023;187;1;0;0;14;2;4;4;0
271;25;0;26355;1;Monthly;4;Italian;1;Lunch;2;1;Casual;1;12/7/2023;70;1;0;0;42;3;1;2;0
272;54;0;86543;2;Weekly;2;Chinese;0;Breakfast;5;0;Business;0;12/7/2023;153;1;0;0;57;5;1;1;0
273;67;0;117648;2;Weekly;4;Italian;0;Breakfast;2;0;Business;0;12/7/2023;94;1;0;0;29;1;5;3;0
274;55;0;118250;1;Monthly;2;Chinese;2;Dinner;7;2;Celebration;0;12/7/2023;192;1;0;1;28;5;5;4;1
275;23;1;105464;3;Daily;3;Mexican;1;Lunch;9;2;Celebration;0;12/7/2023;44;0;0;0;41;2;1;1;0
276;38;0;51873;3;Daily;4;Italian;1;Lunch;7;0;Business;0;12/7/2023;140;1;1;1;22;2;2;4;0
277;53;0;38795;3;Daily;0;American;1;Lunch;3;1;Casual;0;12/7/2023;120;1;1;0;46;4;1;1;0
278;28;0;32355;2;Weekly;2;Chinese;1;Lunch;4;1;Casual;0;12/7/2023;88;1;0;1;59;5;2;2;0
279;62;1;112173;1;Monthly;0;American;2;Dinner;9;0;Business;0;12/7/2023;74;1;0;1;11;2;3;1;0
280;26;1;63111;0;Rarely;1;Indian;2;Dinner;9;0;Business;1;12/7/2023;143;1;1;0;23;4;1;2;0
281;46;0;20312;3;Daily;0;American;0;Breakfast;4;2;Celebration;0;12/7/2023;46;1;0;0;1;1;2;3;0
282;27;0;24045;2;Weekly;3;Mexican;1;Lunch;1;2;Celebration;0;12/7/2023;16;0;0;0;57;5;5;5;0
283;64;1;28666;1;Monthly;3;Mexican;0;Breakfast;1;2;Celebration;0;12/7/2023;76;1;0;1;45;2;2;1;0
284;41;1;68313;2;Weekly;1;Indian;0;Breakfast;3;1;Casual;1;12/7/2023;65;0;1;0;40;2;2;4;0
285;35;0;111143;0;Rarely;3;Mexican;1;Lunch;5;0;Business;0;12/7/2023;40;0;0;0;14;4;3;3;0
286;62;0;135545;3;Daily;1;Indian;0;Breakfast;5;2;Celebration;0;12/7/2023;33;0;0;0;15;5;4;5;0
287;68;1;142488;0;Rarely;3;Mexican;0;Breakfast;9;2;Celebration;1;12/7/2023;134;0;1;0;6;3;4;3;0
288;50;1;147673;1;Monthly;4;Italian;1;Lunch;5;2;Celebration;1;13/7/2023;72;1;1;0;37;2;5;2;0
289;45;1;21712;1;Monthly;2;Chinese;0;Breakfast;4;2;Celebration;1;13/7/2023;117;0;1;1;58;2;3;4;0
290;45;1;126811;0;Rarely;2;Chinese;2;Dinner;8;2;Celebration;0;13/7/2023;33;1;1;0;24;2;5;5;0
291;37;1;76586;3;Daily;2;Chinese;0;Breakfast;6;2;Celebration;0;13/7/2023;163;1;0;1;44;3;4;3;0
292;53;0;118602;3;Daily;2;Chinese;2;Dinner;4;2;Celebration;0;13/7/2023;103;1;0;0;21;1;5;5;1
293;48;0;134375;2;Weekly;1;Indian;2;Dinner;3;0;Business;0;13/7/2023;36;1;1;0;5;1;3;4;0
294;33;1;124339;2;Weekly;4;Italian;1;Lunch;2;0;Business;1;13/7/2023;78;0;0;0;52;4;1;5;0
295;31;0;75218;3;Daily;4;Italian;2;Dinner;3;2;Celebration;1;13/7/2023;93;1;0;0;47;2;1;1;0
296;56;0;101953;0;Rarely;0;American;1;Lunch;6;2;Celebration;1;13/7/2023;60;0;0;0;5;1;4;2;0
297;54;1;66418;2;Weekly;4;Italian;2;Dinner;7;0;Business;1;13/7/2023;149;1;0;0;3;4;1;4;0
298;56;0;122101;2;Weekly;3;Mexican;0;Breakfast;4;0;Business;1;13/7/2023;47;0;0;1;9;4;1;1;0
299;32;0;132648;2;Weekly;4;Italian;1;Lunch;3;2;Celebration;1;13/7/2023;136;0;0;0;41;2;1;1;0
300;19;1;45224;2;Weekly;2;Chinese;2;Dinner;2;2;Celebration;0;13/7/2023;12;1;0;0;35;5;5;2;0
301;67;1;144519;2;Weekly;4;Italian;0;Breakfast;5;1;Casual;0;13/7/2023;142;0;0;1;55;5;2;3;0
302;56;0;128066;0;Rarely;0;American;0;Breakfast;9;2;Celebration;1;13/7/2023;162;0;0;0;45;1;1;1;0
303;66;0;65207;1;Monthly;2;Chinese;2;Dinner;7;1;Casual;0;13/7/2023;121;1;1;1;50;1;5;1;0
304;19;1;143152;2;Weekly;3;Mexican;2;Dinner;5;2;Celebration;1;13/7/2023;15;0;0;1;1;5;3;4;0
305;51;1;56931;0;Rarely;0;American;1;Lunch;8;2;Celebration;0;13/7/2023;122;0;0;1;11;5;3;3;0
306;44;1;129502;0;Rarely;1;Indian;0;Breakfast;9;2;Celebration;0;13/7/2023;160;0;1;0;26;4;2;2;0
307;54;1;48233;2;Weekly;0;American;1;Lunch;5;1;Casual;0;13/7/2023;31;1;0;0;19;5;2;2;0
308;69;1;33613;2;Weekly;0;American;1;Lunch;3;1;Casual;0;13/7/2023;37;0;0;0;4;4;1;5;0
309;35;1;45915;0;Rarely;4;Italian;0;Breakfast;1;2;Celebration;0;13/7/2023;101;1;0;0;16;5;2;2;0
310;50;1;85293;0;Rarely;2;Chinese;0;Breakfast;2;2;Celebration;1;13/7/2023;162;0;0;0;31;4;1;3;0
311;35;0;118376;1;Monthly;3;Mexican;1;Lunch;4;0;Business;0;13/7/2023;153;1;0;1;15;4;5;2;0
312;58;1;128387;1;Monthly;4;Italian;1;Lunch;1;0;Business;0;13/7/2023;184;1;0;1;21;1;1;1;0
313;26;0;124503;1;Monthly;3;Mexican;1;Lunch;3;0;Business;0;13/7/2023;54;0;0;0;24;4;2;5;0
314;26;1;88466;2;Weekly;4;Italian;2;Dinner;5;1;Casual;1;13/7/2023;181;1;0;0;32;2;3;4;0
315;57;0;78589;1;Monthly;4;Italian;1;Lunch;4;0;Business;0;13/7/2023;134;1;0;1;3;5;5;5;1
316;19;1;44654;1;Monthly;0;American;0;Breakfast;5;0;Business;0;13/7/2023;99;1;0;0;40;2;4;2;0
317;49;1;52752;1;Monthly;0;American;0;Breakfast;9;2;Celebration;0;13/7/2023;61;0;0;0;54;3;4;5;0
318;18;0;101549;2;Weekly;4;Italian;2;Dinner;3;1;Casual;1;13/7/2023;75;1;1;1;0;1;1;2;1
319;64;1;46777;0;Rarely;4;Italian;2;Dinner;8;0;Business;1;13/7/2023;90;1;1;1;28;5;1;5;0
320;23;1;100608;1;Monthly;1;Indian;1;Lunch;6;1;Casual;1;13/7/2023;95;0;0;0;49;3;4;2;0
321;52;1;144610;3;Daily;3;Mexican;1;Lunch;8;0;Business;0;13/7/2023;133;1;1;1;18;3;1;3;0
322;63;0;22861;0;Rarely;0;American;1;Lunch;8;0;Business;0;13/7/2023;26;0;0;0;2;5;4;5;0
323;53;0;65710;1;Monthly;3;Mexican;0;Breakfast;6;0;Business;1;13/7/2023;182;0;0;1;32;1;2;5;0
324;57;0;20093;2;Weekly;4;Italian;0;Breakfast;8;1;Casual;1;13/7/2023;166;0;0;0;5;3;3;3;0
325;41;1;134722;0;Rarely;1;Indian;2;Dinner;4;2;Celebration;0;13/7/2023;90;0;0;0;30;1;2;4;0
326;28;1;57083;2;Weekly;0;American;1;Lunch;8;0;Business;0;14/7/2023;60;0;0;0;34;4;3;5;0
327;57;0;55138;2;Weekly;2;Chinese;2;Dinner;9;2;Celebration;0;14/7/2023;49;0;0;0;6;5;3;5;0
328;32;1;96451;2;Weekly;4;Italian;2;Dinner;5;0;Business;1;14/7/2023;134;0;1;0;30;3;4;2;0
329;55;0;44538;2;Weekly;0;American;0;Breakfast;8;0;Business;1;14/7/2023;103;1;0;1;32;4;3;4;0
330;20;0;57386;1;Monthly;4;Italian;1;Lunch;8;1;Casual;0;14/7/2023;114;0;0;1;36;3;5;4;0
331;59;1;40510;2;Weekly;3;Mexican;0;Breakfast;9;1;Casual;0;14/7/2023;186;0;0;0;50;2;3;4;0
332;60;0;130223;1;Monthly;4;Italian;1;Lunch;2;1;Casual;1;14/7/2023;113;1;1;1;25;5;4;1;1
333;66;1;35655;2;Weekly;0;American;0;Breakfast;7;1;Casual;1;14/7/2023;168;0;0;0;44;3;4;4;0
334;32;0;52396;3;Daily;1;Indian;1;Lunch;1;2;Celebration;0;14/7/2023;12;0;0;0;32;3;1;3;0
335;32;1;78876;2;Weekly;1;Indian;0;Breakfast;4;1;Casual;1;14/7/2023;170;1;0;1;17;4;5;5;1
336;37;0;57889;2;Weekly;2;Chinese;0;Breakfast;5;0;Business;1;14/7/2023;143;0;0;1;55;1;2;4;0
337;63;1;86031;0;Rarely;2;Chinese;0;Breakfast;4;2;Celebration;1;14/7/2023;78;0;1;1;29;4;2;4;1
338;35;0;54829;2;Weekly;4;Italian;2;Dinner;2;0;Business;1;14/7/2023;119;1;1;1;58;5;4;2;1
339;39;1;138735;2;Weekly;0;American;1;Lunch;5;0;Business;0;14/7/2023;150;0;1;1;56;3;4;1;0
340;54;0;73556;2;Weekly;1;Indian;1;Lunch;2;0;Business;1;14/7/2023;115;1;0;1;25;1;3;2;0
341;32;1;28066;2;Weekly;4;Italian;1;Lunch;7;0;Business;0;14/7/2023;18;1;1;1;29;2;1;1;0
342;42;0;79689;0;Rarely;1;Indian;2;Dinner;7;1;Casual;0;14/7/2023;96;0;0;1;2;3;3;5;0
343;26;0;30983;0;Rarely;1;Indian;0;Breakfast;8;1;Casual;0;14/7/2023;178;1;1;0;17;1;1;3;0
344;53;0;34411;2;Weekly;4;Italian;1;Lunch;6;1;Casual;0;14/7/2023;154;1;0;0;49;1;4;5;0
345;67;0;52525;1;Monthly;0;American;0;Breakfast;2;1;Casual;0;14/7/2023;183;1;0;1;27;2;2;1;0
346;20;0;125831;3;Daily;3;Mexican;1;Lunch;4;1;Casual;1;14/7/2023;64;0;1;0;32;1;2;2;0
347;37;1;21182;2;Weekly;1;Indian;1;Lunch;8;1;Casual;1;14/7/2023;29;0;1;0;40;1;5;3;0
348;40;1;47293;1;Monthly;1;Indian;0;Breakfast;9;2;Celebration;1;14/7/2023;80;0;0;1;49;3;5;5;0
349;68;0;140366;3;Daily;0;American;0;Breakfast;7;1;Casual;1;14/7/2023;27;0;0;0;19;2;3;2;0
350;45;1;109063;2;Weekly;2;Chinese;2;Dinner;6;0;Business;1;14/7/2023;102;0;1;0;55;5;1;2;0
351;57;0;99335;0;Rarely;1;Indian;1;Lunch;3;0;Business;1;14/7/2023;131;0;1;0;12;4;1;4;0
352;35;0;121002;2;Weekly;2;Chinese;1;Lunch;5;0;Business;0;14/7/2023;181;0;0;1;16;4;1;1;0
353;20;1;27928;0;Rarely;4;Italian;2;Dinner;2;0;Business;0;14/7/2023;145;1;0;0;48;5;3;3;0
354;50;1;28016;2;Weekly;3;Mexican;1;Lunch;1;2;Celebration;0;14/7/2023;91;1;0;1;10;1;3;1;0
355;21;1;60804;2;Weekly;1;Indian;0;Breakfast;3;2;Celebration;0;14/7/2023;42;0;0;0;32;3;4;1;0
356;43;0;144992;0;Rarely;3;Mexican;2;Dinner;7;0;Business;0;15/7/2023;80;1;1;0;18;3;3;4;0
357;39;1;36544;2;Weekly;0;American;2;Dinner;1;0;Business;1;15/7/2023;29;1;0;0;58;2;4;5;0
358;38;0;78868;2;Weekly;3;Mexican;2;Dinner;4;0;Business;1;15/7/2023;93;0;0;0;14;4;1;4;0
359;58;0;140712;1;Monthly;1;Indian;1;Lunch;3;1;Casual;0;15/7/2023;100;0;0;1;39;2;5;4;0
360;45;1;70378;1;Monthly;2;Chinese;1;Lunch;9;0;Business;0;15/7/2023;45;1;0;0;3;3;5;3;0
361;48;1;122266;2;Weekly;4;Italian;0;Breakfast;4;2;Celebration;1;15/7/2023;123;1;1;0;32;1;5;1;1
362;67;1;91273;2;Weekly;3;Mexican;0;Breakfast;5;1;Casual;0;15/7/2023;98;1;1;0;26;3;3;1;0
363;50;1;128686;1;Monthly;0;American;2;Dinner;8;0;Business;0;15/7/2023;167;1;0;0;56;4;3;4;0
364;18;1;72347;0;Rarely;0;American;2;Dinner;4;1;Casual;0;15/7/2023;16;0;0;1;54;4;4;1;0
365;22;1;145965;1;Monthly;0;American;0;Breakfast;5;0;Business;0;15/7/2023;51;1;0;0;29;3;4;3;0
366;29;0;65074;0;Rarely;1;Indian;0;Breakfast;8;1;Casual;0;15/7/2023;60;0;0;0;20;5;1;5;0
367;63;1;57362;3;Daily;4;Italian;2;Dinner;2;1;Casual;0;15/7/2023;15;0;0;1;46;1;1;3;0
368;51;1;141449;2;Weekly;2;Chinese;1;Lunch;4;0;Business;0;15/7/2023;80;0;1;0;51;3;3;4;0
369;44;0;75499;0;Rarely;4;Italian;1;Lunch;2;0;Business;0;15/7/2023;83;1;0;0;60;2;1;5;0
370;47;0;146044;0;Rarely;1;Indian;1;Lunch;2;1;Casual;0;15/7/2023;11;1;0;0;53;3;2;5;0
371;38;0;138115;1;Monthly;2;Chinese;0;Breakfast;9;2;Celebration;1;15/7/2023;25;1;0;0;37;2;2;2;0
372;43;1;116085;2;Weekly;1;Indian;0;Breakfast;6;1;Casual;0;15/7/2023;78;0;0;0;7;1;1;3;0
373;18;0;33560;1;Monthly;2;Chinese;1;Lunch;7;0;Business;1;15/7/2023;181;1;1;1;3;2;1;5;0
374;57;1;79448;2;Weekly;2;Chinese;0;Breakfast;9;1;Casual;1;15/7/2023;101;0;0;0;9;3;4;3;0
375;34;0;34492;1;Monthly;2;Chinese;0;Breakfast;8;1;Casual;1;15/7/2023;86;0;1;1;7;1;5;1;0
376;23;0;80653;3;Daily;3;Mexican;0;Breakfast;4;2;Celebration;1;15/7/2023;135;0;0;1;42;4;5;5;1
377;46;0;21547;3;Daily;1;Indian;2;Dinner;9;0;Business;0;15/7/2023;184;0;1;0;8;4;2;2;0
378;41;0;100703;2;Weekly;0;American;0;Breakfast;1;0;Business;1;15/7/2023;118;0;0;0;23;1;1;2;0
379;37;0;126751;3;Daily;1;Indian;0;Breakfast;9;0;Business;1;15/7/2023;197;0;0;1;43;5;5;3;0
380;52;0;122629;0;Rarely;4;Italian;1;Lunch;5;2;Celebration;1;15/7/2023;93;0;0;1;23;3;3;1;0
381;69;1;35930;2;Weekly;3;Mexican;2;Dinner;3;0;Business;0;15/7/2023;53;1;0;0;12;1;5;3;0
382;52;1;27239;0;Rarely;0;American;0;Breakfast;6;0;Business;1;15/7/2023;112;0;0;1;36;1;5;4;0
383;69;1;96870;1;Monthly;2;Chinese;1;Lunch;3;0;Business;0;15/7/2023;109;1;0;1;33;3;1;2;0
384;25;1;77102;3;Daily;1;Indian;2;Dinner;9;1;Casual;0;15/7/2023;32;0;1;0;48;5;1;2;0
385;57;0;28253;2;Weekly;1;Indian;0;Breakfast;6;0;Business;0;15/7/2023;96;0;0;0;54;2;1;2;0
386;36;0;86014;2;Weekly;0;American;2;Dinner;4;0;Business;1;15/7/2023;112;0;0;0;42;2;2;2;0
387;30;1;71590;1;Monthly;2;Chinese;2;Dinner;5;1;Casual;1;16/7/2023;110;0;0;1;52;4;3;5;0
388;48;1;117176;0;Rarely;1;Indian;2;Dinner;3;2;Celebration;0;16/7/2023;92;0;0;1;60;3;4;1;0
389;56;1;65128;2;Weekly;2;Chinese;2;Dinner;4;2;Celebration;1;16/7/2023;59;1;1;0;54;4;2;1;1
390;65;1;34010;2;Weekly;1;Indian;1;Lunch;4;2;Celebration;1;16/7/2023;164;1;0;0;8;4;4;5;1
391;67;1;102874;1;Monthly;0;American;2;Dinner;7;0;Business;1;16/7/2023;23;1;0;0;36;1;2;1;0
392;44;1;148592;3;Daily;4;Italian;1;Lunch;2;2;Celebration;0;16/7/2023;100;0;0;1;28;3;3;1;0
393;29;1;132507;2;Weekly;1;Indian;0;Breakfast;8;2;Celebration;0;16/7/2023;135;1;0;1;26;5;4;5;1
394;22;0;73912;0;Rarely;1;Indian;1;Lunch;3;2;Celebration;1;16/7/2023;198;1;0;0;3;1;5;4;1
395;56;1;103243;1;Monthly;4;Italian;2;Dinner;3;0;Business;0;16/7/2023;73;0;0;1;58;2;2;3;0
396;26;1;54777;1;Monthly;2;Chinese;0;Breakfast;7;0;Business;1;16/7/2023;41;0;0;0;50;1;3;3;0
397;60;1;59793;2;Weekly;0;American;2;Dinner;8;1;Casual;1;16/7/2023;159;1;0;0;8;1;2;4;0
398;34;1;120607;2;Weekly;4;Italian;0;Breakfast;2;0;Business;1;16/7/2023;94;1;0;0;31;1;5;4;0
399;28;0;46146;0;Rarely;0;American;2;Dinner;4;0;Business;1;16/7/2023;11;0;1;0;53;5;1;5;0
400;61;1;63115;1;Monthly;0;American;0;Breakfast;4;0;Business;1;16/7/2023;82;0;1;0;13;3;1;4;0
401;26;1;21350;1;Monthly;0;American;0;Breakfast;6;2;Celebration;1;16/7/2023;82;0;1;1;51;1;3;4;0
402;57;0;149142;1;Monthly;3;Mexican;0;Breakfast;5;0;Business;1;16/7/2023;105;0;0;1;35;5;1;4;0
403;32;1;115387;2;Weekly;2;Chinese;2;Dinner;7;0;Business;1;16/7/2023;199;1;0;0;37;1;1;1;0
404;61;1;69799;2;Weekly;0;American;2;Dinner;5;2;Celebration;1;16/7/2023;68;1;0;1;25;3;4;2;1
405;53;0;67998;3;Daily;2;Chinese;1;Lunch;9;1;Casual;0;16/7/2023;112;1;1;0;52;5;5;5;0
406;61;1;24362;3;Daily;2;Chinese;0;Breakfast;9;1;Casual;0;16/7/2023;177;0;0;0;58;2;1;5;0
407;61;1;130824;3;Daily;0;American;2;Dinner;6;1;Casual;1;16/7/2023;166;1;0;0;45;1;5;1;0
408;64;1;48237;1;Monthly;3;Mexican;1;Lunch;2;2;Celebration;0;16/7/2023;144;1;0;1;24;2;3;3;0
409;55;0;149421;1;Monthly;1;Indian;0;Breakfast;4;0;Business;0;16/7/2023;41;0;1;0;37;1;3;1;0
410;60;0;140380;1;Monthly;0;American;2;Dinner;8;2;Celebration;0;16/7/2023;145;1;1;1;36;1;3;2;0
411;68;1;70712;1;Monthly;1;Indian;1;Lunch;7;2;Celebration;0;16/7/2023;87;0;0;1;34;2;1;3;0
412;41;1;70691;1;Monthly;0;American;2;Dinner;4;1;Casual;1;16/7/2023;45;0;0;0;33;5;1;2;0
413;47;1;45934;3;Daily;3;Mexican;0;Breakfast;9;1;Casual;0;16/7/2023;38;1;1;0;57;3;4;2;0
414;40;1;117841;3;Daily;4;Italian;2;Dinner;6;0;Business;1;16/7/2023;187;0;1;0;56;3;5;1;0
415;19;0;44314;3;Daily;1;Indian;1;Lunch;8;1;Casual;1;16/7/2023;176;0;0;0;60;4;5;1;0
416;20;0;50976;1;Monthly;3;Mexican;2;Dinner;2;2;Celebration;0;16/7/2023;57;1;0;0;12;5;3;3;0
417;41;0;46185;2;Weekly;4;Italian;1;Lunch;4;0;Business;1;16/7/2023;162;1;0;0;49;5;2;5;0
418;68;0;45559;1;Monthly;3;Mexican;2;Dinner;3;1;Casual;1;16/7/2023;78;0;0;1;9;3;4;4;0
419;67;1;126820;0;Rarely;3;Mexican;0;Breakfast;9;1;Casual;1;16/7/2023;89;0;0;1;55;1;3;1;0
420;25;1;27880;2;Weekly;0;American;0;Breakfast;2;2;Celebration;0;16/7/2023;70;0;0;1;52;5;1;1;0
421;31;1;143444;2;Weekly;1;Indian;0;Breakfast;1;1;Casual;0;16/7/2023;194;0;0;1;29;2;1;2;0
422;22;0;80939;0;Rarely;0;American;1;Lunch;4;0;Business;0;16/7/2023;160;0;0;0;26;5;5;4;0
423;51;1;41323;0;Rarely;4;Italian;1;Lunch;7;2;Celebration;0;17/7/2023;50;1;0;1;50;2;4;3;0
424;42;0;139698;2;Weekly;4;Italian;1;Lunch;4;1;Casual;0;17/7/2023;27;0;1;0;57;1;1;2;0
425;62;1;146013;3;Daily;3;Mexican;0;Breakfast;6;2;Celebration;1;17/7/2023;135;1;0;0;26;4;1;4;1
426;47;1;64438;1;Monthly;4;Italian;0;Breakfast;8;0;Business;0;17/7/2023;40;1;0;0;48;2;3;3;0
